LA Name,School Name,Address 1,Address 2,Address 3,Post code,Phone
 North Lanarkshire , Banton Primary School , Lammerknowes Road , Banton , KILSYTH , G65 0QT , 01236 856491 
 North Lanarkshire , Chapelgreen Primary School , Mill Road , Queenzieburn , KILSYTH , G65 9EF , 01236 794836 
 North Lanarkshire , Kilsyth Primary School , Shuttle Street , Kilsyth , -   , G65 0BL , 01236 632094 
 North Lanarkshire , Balmalloch Primary School , Kingsway , Balmalloch , KILSYTH , G65 9UJ , 01236 632058 
 North Lanarkshire , St Patrick's Primary School (Kilsyth) , Backbrae Street , Kilsyth , -   , G65 0NA , 01236 757659 
 North Lanarkshire , Whitelees Primary School , Whitelees Road , Cumbernauld , -   , G67 3NJ , 01236 794814 
 North Lanarkshire , Ravenswood Primary School , Tiree Road , Cumbernauld , -   , G67 1NR , 01236 632100 
 North Lanarkshire , Baird Memorial Primary School , 6 Avonhead Road , Condorrat , CUMBERNAULD , G67 4RA , 01236 632096 
 North Lanarkshire , Westfield Primary School , Westfield Drive , Westfield , CUMBERNAULD , G68 9HJ , 01236 794812 
 North Lanarkshire , Eastfield Primary School , 23 Cairntoul Court , Cumbernauld , -   , G68 9JR , 01236 632106 
 Glasgow City , Camstradden Primary School , 10 Bankglen Road , -   , GLASGOW , G15 7LG , 0141 944 2971 
 Glasgow City , Oakwood Primary School , 22 Drumlanrig Avenue , -   , GLASGOW , G34 0JD , 0141 773 4604 
 Glasgow City , Riverside Primary School , 635 Govan Road , -   , GLASGOW , G51 2AQ , 0141 440 2910 
 Glasgow City , Alexandra Parade Primary School , 136 Armadale Street , -   , GLASGOW , G31 2TL , 0141 554 3742 
 Glasgow City , Anderston Primary School , 7 Port Street , -   , GLASGOW , G3 8HY , 0141 221 1263 
 Glasgow City , Annette Street Primary School , 27 Annette Street , -   , GLASGOW , G42 8YB , 0141 423 0192 
 Glasgow City , Balornock Primary School , 422 Broomfield Road , -   , GLASGOW , G21 3UT , 0141 558 5224 
 Glasgow City , Bankhead Primary School , 66 Caldwell Avenue , Knightswood , GLASGOW , G13 3AS , 0141 959 3531 
 Glasgow City , Barmulloch Primary School , 305 Forge Street , -   , GLASGOW , G21 2AH , 0141 770 7889 
 Glasgow City , Battlefield Primary School , 44 Carmichael Place , -   , GLASGOW , G42 9SY , 0141 632 2162 
 Glasgow City , Blackfriars Primary School , 310 Cumberland Street , -   , GLASGOW , G5 0SS , 0141 429 2444 
 Glasgow City , Blairdardie Primary School , 78 Kearn Avenue , -   , GLASGOW , G15 6HL , 0141 944 1462 
 Glasgow City , Broomhill Primary School , 57 Edgehill Road , -   , GLASGOW , G11 7HZ , 0141 334 5171 
 Glasgow City , Cadder Primary School , 60 Herma Street , -   , GLASGOW , G23 5AR , 0141 946 3063 
 Glasgow City , Cardonald Primary School , 1 Angus Oval , -   , GLASGOW , G52 3HD , 0141 883 9668 
 Glasgow City , Pirie Park Primary School , 337 Langlands Road , -   , GLASGOW , G51 4AW , 0141 445 5884 
 Glasgow City , Carntyne Primary School , 38-62 Liberton Street , -   , GLASGOW , G33 2HF , 0141 770 4305 
 Glasgow City , Ashpark Primary School , 75 Kyleakin Road , -   , GLASGOW , G46 8DQ , 0141 638 6135 
 Glasgow City , Castleton Primary School , 70 Dougrie Road , Castlemilk , GLASGOW , G45 9NW , 0141 634 6913 
 Glasgow City , Chirnsyde Primary School , 288 Ashgill Road , Milton , GLASGOW , G22 7SB , 0141 336 8672 
 Glasgow City , Corpus Christi Primary School , 179 Pikeman Road , -   , GLASGOW , G13 3BH , 0141 954 5380 
 Glasgow City , Avenue End Primary School , 290 Mossvale Road , -   , GLASGOW , G33 5NY , 0141 774 9454 
 Glasgow City , Craigton Primary School & Nursery Class , 9 Morven Street , -   , GLASGOW , G52 1AL , 0141 882 2856 
 Glasgow City , Croftfoot Primary School , 114 Crofthill Road , -   , GLASGOW , G44 5QQ , 0141 637 4007 
 Glasgow City , Cuthbertson Primary School and Nursery Class , 35 Cuthbertson Street , -   , GLASGOW , G42 7RJ , 0141 423 0452 
 Glasgow City , Dalmarnock Primary School , 111 Baltic Street , -   , GLASGOW , G40 3BA , 0141 554 3558 
 Glasgow City , Antonine Primary School , 4 Abbotshall Avenue , -   , GLASGOW , G15 8PR , 0141 944 6923 
 Glasgow City , Dunard Primary School & Nursery Class , 65 Dunard Street , -   , GLASGOW , G20 6RL , 0141 946 1417 
 Glasgow City , Eastbank Primary School , 80 Gartocher Road , -   , GLASGOW , G32 0HA , 0141 778 6659 
 Glasgow City , Elmvale Primary School & Nursery Class , 712 Hawthorn Street , -   , GLASGOW , G22 6ED , 0141 558 5238 
 Glasgow City , Garnetbank Primary School , 231 Renfrew Street , -   , GLASGOW , G3 6TX , 0141 332 5158 
 Glasgow City , Garscadden Primary School , 15-19 Hurlford Avenue , -   , GLASGOW , G13 4AY , 0141 959 2292 
 Glasgow City , Golfhill Primary School , 280 Onslow Drive , -   , GLASGOW , G31 2QF , 0141 554 7723 
 Glasgow City , Gowanbank Primary School , 20 Overtown Avenue , -   , GLASGOW , G53 6JB , 0141 881 2424 
 Glasgow City , Haghill Park Primary School & Nursery Class , 415 Cumbernauld Road , Dennistoun , GLASGOW , G31 3LS , 0141 554 3780 
 Glasgow City , Hillhead Primary School , 110 Otago Street , -   , GLASGOW , G12 8NS , 0141 339 1365 
 Glasgow City , Hillington Primary School , 227 Hartlaw Crescent , -   , GLASGOW , G52 2JL , 0141 882 2144 
 Glasgow City , Holy Cross Primary School , 316 Calder Street , -   , GLASGOW , G42 7NH , 0141 423 2538 
 Glasgow City , Cleeves Primary School , 271 Househillmuir Road , -   , GLASGOW , G53 6NL , 0141 880 5305 
 Glasgow City , Hyndland Primary School , 44 Fortrose Street , -   , GLASGOW , G11 5LP , 0141 339 7207 
 Glasgow City , Ibrox Primary School & Nursery Class , 46 Hinshelwood Drive , -   , GLASGOW , G51 2XP , 0141 427 0922 
 Glasgow City , Kelvindale Primary School , 11 Dorchester Place , -   , GLASGOW , G12 0BP , 0141 334 5005 
 Glasgow City , King's Park Primary School , 44 Kingsbridge Drive , -   , GLASGOW , G44 4JS , 0141 632 2193 
 Glasgow City , Knightswood Primary School , 36 Knightscliffe Avenue , -   , GLASGOW , G13 2TE , 0141 959 3284 
 Glasgow City , Wallacewell Primary School , 305 Standburn Road , -   , GLASGOW , G21 3RH , 0141 557 5041 
 Glasgow City , Langside Primary School , 233 Tantallon Road , -   , GLASGOW , G41 3JW , 0141 632 0874 
 Glasgow City , Lorne Street Primary School , 28 Lorne Street , -   , GLASGOW , G51 1DP , 0141 427 1315 
 Glasgow City , Lourdes Primary School & Nursery Class , 150 Berryknowes Road , -   , GLASGOW , G52 2DE , 0141 882 2305 
 Glasgow City , Crookston Castle Primary School , Glenside Avenue , -   , GLASGOW , G53 5SD , 0141 892 0593 
 Glasgow City , Merrylee Primary School , 50 Friarton Road , -   , GLASGOW , G43 2PR , 0141 637 6798 
 Glasgow City , Cranhill Primary School , 17 Skerryvore Road , -   , GLASGOW , G33 3LT , 0141 774 2821 
 Glasgow City , Miltonbank Primary School , 11 Skerray Street , -   , GLASGOW , G22 7PT , 0141 772 8877 
 Glasgow City , Mosspark Primary School & Nursery Class , 20 Mosspark Square , Mosspark , GLASGOW , G52 1LZ , 0141 882 3602 
 Glasgow City , Mount Florida Primary School & Nursery Class , 1127 Cathcart Road , -   , GLASGOW , G42 9HF , 0141 632 4455 
 Glasgow City , Notre Dame Primary School , 30 Havelock Street , -   , GLASGOW , G11 5JE , 0141 357 0609 
 Glasgow City , Oakgrove Primary School , 20 St Peter's Street , -   , GLASGOW , G4 9PW , 0141 332 6210 
 Glasgow City , Our Lady Of The Annunciation Primary School , 80 Friarton Road , -   , GLASGOW , G43 2PR , 0141 637 7457 
 Glasgow City , Our Lady Of The Rosary Primary School & Nursery Class , 50 Tarfside Gardens , -   , GLASGOW , G52 3AA , 0141 883 2010 
 Glasgow City , Pollokshields Primary School , 241 Albert Drive , -   , GLASGOW , G41 2NA , 0141 423 1363 
 Glasgow City , Quarry Brae Primary School , 61 Crail Street , Parkhead , GLASGOW , G31 5AL , 0141 554 1781 
 Glasgow City , Royston Primary School , 102 Royston Road , -   , GLASGOW , G21 2NU , 0141 552 2872 
 Glasgow City , Sacred Heart Primary School , 31 Reid Street , Bridgeton , GLASGOW , G40 4AR , 0141 554 5949 
 Glasgow City , St Albert's Primary School , 36 Maxwell Drive , -   , GLASGOW , G41 5DU , 0141 429 1983 
 Glasgow City , Aultmore Park Primary School , 50 Newhills Road , -   , GLASGOW , G33 4HH , 0141 771 7221 
 Glasgow City , St Monica's (Milton) Primary School , 200 Liddesdale Road , -   , GLASGOW , G22 7QX , 0141 772 0026 
 Glasgow City , St Anne's Primary School , 35 David Street , -   , GLASGOW , G40 2UN , 0141 554 2734 
 Glasgow City , St Constantine's Primary School & Nursery Class , 45 Drumoyne Road , -   , GLASGOW , G51 4AX , 0141 445 6875 
 Glasgow City , St Bartholomew's Primary School , 30 Castlemilk Drive , -   , GLASGOW , G45 9TR , 0141 634 7114 
 Glasgow City , St Benedict's Primary School , 62 Lochend Road , -   , GLASGOW , G34 0LT , 0141 771 3224 
 Glasgow City , St Bernard's Primary School , 14 Dove Street , -   , GLASGOW , G53 6BP , 0141 881 7934 
 Glasgow City , St Brendan's Primary School , 170 Hawick Street , -   , GLASGOW , G13 4HG , 0141 952 4449 
 Glasgow City , St Bride's Primary School , 83 Craigie Street , -   , GLASGOW , G42 8NB , 0141 423 7733 
 Glasgow City , St Brigid's Primary School , 4 Glenmore Avenue , -   , GLASGOW , G42 0EH , 0141 647 3952 
 Glasgow City , St Catherine's Primary School , 274 Rye Road , -   , GLASGOW , G21 3JR , 0141 558 8582 
 Glasgow City , St Charles' Primary School , 13 Kelvinside Gardens , -   , GLASGOW , G20 6BG , 0141 946 1391 
 Glasgow City , St Conval's Primary School , 140 Shawhill Road , -   , GLASGOW , G43 1SY , 0141 632 0745 
 Glasgow City , St Cuthbert's Primary School , Benview Campus , 100 Bilsland Drive , GLASGOW , G20 9NY , 0141 946 3476 
 Glasgow City , St Denis' Primary School , 129 Roslea Drive , -   , GLASGOW , G31 2RZ , 0141 554 2020 
 Glasgow City , John Paul II Primary School , 29 Dunagoil Road , -   , GLASGOW , G45 9UR , 0141 634 5219 
 Glasgow City , St Fillan's Primary School & Nursery Class , 20 Crompton Avenue , -   , GLASGOW , G44 5AF , 0141 637 8750 
 Glasgow City , St Francis' Primary School & Nursery Class , 430 Old Rutherglen Road , -   , GLASGOW , G5 0PA , 0141 429 3687 
 Glasgow City , St George's Primary School , 101 Muirdykes Road , -   , GLASGOW , G52 2QJ , 0141 883 9671 
 Glasgow City , St Joseph's Primary School , 39 Raglan Street , -   , GLASGOW , G4 9QX , 0141 332 7836 
 Glasgow City , Our Lady of Peace Primary School , 343 Hallhill Road , -   , GLASGOW , G33 4RY , 0141 773 0550 
 Glasgow City , St Marnock's Primary School , Langton Crescent , -   , GLASGOW , G53 5LW , 0141 882 1915 
 Glasgow City , St Martha's Primary School , 85 Menzies Road , -   , GLASGOW , G21 3NG , 0141 558 6193 
 Glasgow City , St Mary's Primary School , 2 Kilmun Street , -   , GLASGOW , G20 0EL , 0141 946 6766 
 Glasgow City , St Michael's Primary School , 865 Springfield Road , -   , GLASGOW , G31 4HZ , 0141 554 3105 
 Glasgow City , St Mirin's Primary School , 260 Carmunnock Road , -   , GLASGOW , G44 5AP , 0141 637 7455 
 Glasgow City , St Maria Goretti Primary School , 67 Skerryvore Road , -   , GLASGOW , G33 3LT , 0141 774 4085 
 Glasgow City , St Monica's Primary School , 30 Kempsthorn Road , -   , GLASGOW , G53 5SR , 0141 882 6569 
 Glasgow City , St Mungo's Primary School & Nursery Class , 45 Parson Street , -   , GLASGOW , G4 0PX , 0141 552 3120 
 Glasgow City , St Ninian's Primary School , 2150 Great Western Road , -   , GLASGOW , G13 2AB , 0141 959 3242 
 Glasgow City , St Patrick's Primary School , 10 Perth Street , -   , GLASGOW , G3 8UQ , 0141 221 2921 
 Glasgow City , St Paul's (Shettleston) Primary School & Nursery Class , 85 Anwoth Street , -   , GLASGOW , G32 7RR , 0141 778 6227 
 Glasgow City , St Paul's (Whiteinch) Primary School , 17 Primrose Street , -   , GLASGOW , G14 0TF , 0141 959 3263 
 Glasgow City , St Philomena's Primary School , 35 Robroyston Road , -   , GLASGOW , G33 1EA , 0141 770 4134 
 Glasgow City , St Roch's Primary School , 267 Royston Road , -   , GLASGOW , G21 2BS , 0141 552 0010 
 Glasgow City , St Rose Of Lima Primary School , 295 Mossvale Road , -   , GLASGOW , G33 5QS , 0141 774 9397 
 Glasgow City , St Saviour's Primary School , 635 Govan Road , -   , GLASGOW , G51 2AQ , 0141 445 8904 
 Glasgow City , St Clare's Primary School , 15 Kilcloy Avenue , -   , GLASGOW , G15 8RP , 0141 944 2554 
 Glasgow City , St Stephen's Primary School , 22 Pinkston Drive , -   , GLASGOW , G21 1NL , 0141 558 9085 
 Glasgow City , St Teresa's Primary School , 65 Stonyhurst Street , -   , GLASGOW , G22 5AX , 0141 336 8428 
 Glasgow City , St Thomas' Primary School , 8 Smithycroft Road , -   , GLASGOW , G33 2QJ , 0141 770 4360 
 Glasgow City , St Timothy's Primary School & Nursery Class , 41 Inveresk Street , -   , GLASGOW , G32 6SL , 0141 774 7821 
 Glasgow City , St Vincent's Primary School , 40 Crebar Street , -   , GLASGOW , G46 8EQ , 0141 638 8718 
 Glasgow City , Sandwood Primary School , 120 Sandwood Road , -   , GLASGOW , G52 2QY , 0141 883 8367 
 Glasgow City , Saracen Primary School , 65 Stonyhurst Street , -   , GLASGOW , G22 5AX , 0141 336 8428 
 Glasgow City , Scotstoun Primary School , 21 Duncan Avenue , -   , GLASGOW , G14 9HN , 0141 959 3247 
 Glasgow City , Shawlands Primary School , 1284 Pollokshaws Road , -   , GLASGOW , G41 3QP , 0141 632 1840 
 Glasgow City , Sunnyside Primary School , 1 Powrie Street , -   , GLASGOW , G33 5LA , 0141 774 5777 
 Glasgow City , Thorntree Primary School , 55 Cobinshaw Street , Greenfield , GLASGOW , G32 6XL , 0141 774 4966 
 Glasgow City , Thornwood Primary School & Nursery Class , 11 Thornwood Avenue , -   , GLASGOW , G11 7QZ , 0141 334 4271 
 Glasgow City , Toryglen Primary School , 6 Drumreoch Place , -   , GLASGOW , G42 0ER , 0141 647 4396 
 Glasgow City , Wellshot Primary School , 285 Wellshot Road , -   , GLASGOW , G32 7QD , 0141 778 1091 
 Glasgow City , Whiteinch Primary School , 56 Medwyn Street , -   , GLASGOW , G14 9RP , 0141 959 3271 
 Glasgow City , Miller Primary School , 20 Ardencraig Road , -   , GLASGOW , G45 9US , 0141 634 8276 
 Glasgow City , Yoker Primary School , 56 Craggan Drive , -   , GLASGOW , G14 0ES , 0141 954 2522 
 Glasgow City , Glasgow Gaelic School , 147 Berkeley Street , -   , GLASGOW , G3 7HP , 0141 276 8500 
 Glasgow City , Glendale Primary School , 120 McCulloch Street , -   , GLASGOW , G41 1NX , 0141 429 6973 
 Glasgow City , Sandaig Primary School , 31 Burnmouth Road , -   , GLASGOW , G33 4SA , 0141 773 1744 
 Glasgow City , Darnley Primary School , 169 Glen Moriston Road , -   , GLASGOW , G53 7HT , 0141 638 8009 
 Glasgow City , St Blane's Primary School , 23 Arrochar Drive , -   , GLASGOW , G23 5QB , 0141 945 1276 
 Glasgow City , Parkview Primary School , 19 Rothes Drive , Summerston , GLASGOW , G23 5PZ , 0141 946 4622 
 Glasgow City , Tinto Primary School , 61 Netherauldhouse Road , -   , GLASGOW , G43 2XG , 0141 637 0794 
 Glasgow City , St Angela's Primary School & Nursery Class , 227 Glen Moriston Road , -   , GLASGOW , G53 7HT , 0141 638 9646 
 Glasgow City , Langfaulds Primary School , 56 Ledmore Drive , -   , GLASGOW , G15 7AQ , 0141 944 0340 
 Glasgow City , St Francis Of Assisi Primary School , Crown Street , -   , GLASGOW , G69 7XB , 0141 773 2052 
 East Renfrewshire , Calderwood Lodge P School , 28 Calderwood Road , Glasgow , -   , G43 2RU , 0141 570 7060 
 Glasgow City , Caledonia Primary School , 10 Calderwood Drive , -   , GLASGOW , G69 7DX , 0141 771 8214 
 Glasgow City , St Bridget's Primary School & Nursery Class , Camp Road , -   , GLASGOW , G69 6DF , 0141 771 1294 
 Glasgow City , Carmunnock Primary School , 158 Waterside Road , Carmunnock , GLASGOW , G76 9AJ , 0141 644 4164 
 Glasgow City , Carmyle Primary School & Nursery Class , Hillcrest Road , -   , GLASGOW , G32 8AG , 0141 641 2269 
 Glasgow City , St Joachim's Primary School , 131A Montrose Avenue , -   , GLASGOW , G32 8BZ , 0141 641 6840 
 South Lanarkshire , James Aiton Primary School , Newton Brae , Newton , CAMBUSLANG , G72 7HZ , 0141 6412472 
 South Lanarkshire , Cairns Primary School , Ivybank Avenue , Cambuslang , -   , G72 8SQ , 0141 6412218 
 South Lanarkshire , St Bride's Primary School (Cambuslang) , Johnson Drive , -   , CAMBUSLANG , G72 8JR , 0141 6413344 
 South Lanarkshire , West Coats Primary School , Brownside Road , -   , CAMBUSLANG , G72 8NH , 0141 6411384 
 South Lanarkshire , St Cadoc's Primary School , Ivybank Avenue , Halfway , CAMBUSLANG , G72 8SQ , 0141 6413088 
 Glasgow City , Garrowhill Primary School , 25 Bakewell Road , Garrowhill , GLASGOW , G69 6RN , 0141 771 1235 
 South Lanarkshire , Hallside Primary School , Newton Station Road , Halfway , CAMBUSLANG , G72 7XN , 0141 6413289 
 Glasgow City , Mount Vernon Primary School , 80 Criffel Road , -   , GLASGOW , G32 9JG , 0141 778 9616 
 South Lanarkshire , St Charles Primary School , Harvester Avenue , Newton , CAMBUSLANG , G72 7ZU , 0141 6411483 
 South Lanarkshire , Bankhead Primary School , Bankhead Road , -   , RUTHERGLEN , G73 2BQ , 0141 6476967 
 South Lanarkshire , Burgh Primary School , 19 Victoria Street , Rutherglen , -   , G73 1DS , 0141 6476760 
 South Lanarkshire , Burnside Primary School , c/o former Spittal Primary School , Lochlea Road , RUTHERGLEN , G73 4QJ , 0141 6341916 
 South Lanarkshire , Calderwood Primary School , Buchanan Drive , Rutherglen , -   , G73 3PQ , 0141 6471277 
 South Lanarkshire , Cathkin Primary School , Burnside Road , Rutherglen , -   , G73 4AA , 0141 6344569 
 South Lanarkshire , Loch Primary School , Lochaber Drive , Springhall , RUTHERGLEN , G73 5HX , 0141 634 7217 
 South Lanarkshire , St Anthony's Primary School , Lochaber Drive , Rutherglen , -   , G73 5HX , 0141 6347353 
 South Lanarkshire , St Columbkille's Primary School , Clincarthill Road , Rutherglen , -   , G73 2LG , 0141 6475932 
 South Lanarkshire , St Mark's Primary School (Rutherglen) , Kirkriggs Avenue , Blairbeth , RUTHERGLEN , G73 4LY , 0141 6344238 
 South Lanarkshire , Spittal Primary School , Lochlea Road , Spittal , RUTHERGLEN , G73 4QJ , 0141 6345861 
 Glasgow City , Swinton Primary School , 2 Rhindmuir Road , -   , GLASGOW , G69 6AZ , 0141 771 1776 
 Glasgow City , Caldercuilt Primary School , 101 Invershiel Road , -   , GLASGOW , G23 5NR , 0141 945 0633 
 Grant-maintained , Jordanhill School , 45 Chamberlain Road , Jordanhill , GLASGOW , G13 1SP , 0141 576 2500 
 North Lanarkshire , All Saints Primary School , 88 Bellsdyke Road , Cairnhill , AIRDRIE , ML6 9DW , 01236 794808 
 North Lanarkshire , Chapelside Primary School , Chapel Street , Airdrie , -   , ML6 6LH , 01236 757650 
 North Lanarkshire , Dunrobin Primary School , Petersburn Road , Airdrie , -   , ML6 8BH , 01236 632064 
 North Lanarkshire , Golfhill Primary School , Ballochney Street , Burnfoot , AIRDRIE , ML6 0LT , 01236 632086 
 North Lanarkshire , Petersburn Primary School , Petersburn Road , Airdrie , -   , ML6 8DX , 01236 632088 
 North Lanarkshire , Rochsolloch Primary School , 88 Bellsdyke Road , Cairnhill , AIRDRIE , ML6 9DW , 01236 794880 
 North Lanarkshire , St Andrew's Primary School (Airdrie) , Laggan Road , Airdrie , -   , ML6 0LL , 01236 632070 
 North Lanarkshire , St Dominic's Primary School , C/o St Margaret's High , Waverley Drive , AIRDRIE , ML6 6EU , 01236 794818 
 North Lanarkshire , St Edward's Primary School , South Biggar Road , Airdrie , -   , ML6 9LZ , 01236 794830 
 North Lanarkshire , St Serf's Primary School , Thrashbush Road , Airdrie , -   , ML6 6QU , 01236 632082 
 North Lanarkshire , Tollbrae Primary School , South Biggar Road , Airdrie , -   , ML6 9LZ , 01236 794886 
 North Lanarkshire , Victoria Primary School , 79 Aitchison Street , Airdrie , -   , ML6 0DB , 01236 632066 
 North Lanarkshire , Bargeddie Primary School , Langmuir Road , Bargeddie , GLASGOW , G69 7RS , 01236 757624 
 North Lanarkshire , St Kevin's Primary School , Langmuir Road , Bargeddie , GLASGOW , G69 7RS , 01236 757625 
 North Lanarkshire , Calderbank Primary School , Main Street , Calderbank , AIRDRIE , ML6 9SG , 01236 632084 
 North Lanarkshire , Corpus Christi Primary School , Crowwood Crescent , Calderbank , AIRDRIE , ML6 9TA , 01236 794843 
 North Lanarkshire , St Mary's Primary School (Caldercruix) , Drumfin Avenue , Caldercruix , AIRDRIE , ML6 7QP , 01236 757660 
 North Lanarkshire , Clarkston Primary School , 12 Findhorn Place , Airdrie , -   , ML6 7HE , 01236 794805 
 North Lanarkshire , Greenhill Primary School , Albert Street , Coatbridge , -   , ML5 3ET , 01236 794804 
 North Lanarkshire , Kirkshaws Primary School , Old Monkland Road , Coatbridge , -   , ML5 5EJ , 01236 632054 
 North Lanarkshire , Langloan Primary School , Bank Street , Coatbridge , -   , ML5 1EG , 01236 632092 
 North Lanarkshire , Old Monkland Primary School , Sharp Avenue , Coatbridge , -   , ML5 5TJ , 01236 632062 
 North Lanarkshire , St Augustine's Primary School , Henderson Street , Coatbridge , -   , ML5 1BL , 01236 632090 
 North Lanarkshire , St Bartholomew's Primary School , Deveron Street , Townhead , COATBRIDGE , ML5 2JB , 01236 794820 
 North Lanarkshire , St Bernard's Primary School , Berwick Place , Coatbridge , -   , ML5 4NQ , 01236 794810 
 North Lanarkshire , St Monica's Primary School , Sharp Avenue , Kirkwood , COATBRIDGE , ML5 5TJ , 01236 632080 
 North Lanarkshire , St Patrick's Primary School (Coatbridge) , Kildonan Street , Coatbridge , -   , ML5 3LG , 01236 794862 
 North Lanarkshire , St Stephen's Primary School , Sikeside Street , Coatbridge , -   , ML5 4QH , 01236 794850 
 North Lanarkshire , St Timothy's Primary School , 11 Old Monkland Road , Coatbridge , -   , ML5 5EA , 01236 757640 
 North Lanarkshire , Shawhead Primary School , Neidpath Avenue , Shawhead , COATBRIDGE , ML5 4NG , 01236 794838 
 North Lanarkshire , Sikeside Primary School , Sikeside Street , Coatbridge , -   , ML5 4QH , 01236 794858 
 North Lanarkshire , Townhead Primary School , Dochart Drive , Coatbridge , -   , ML5 2PG , 01236 794872 
 North Lanarkshire , Glenboig Primary School , 5 South Medrox Street , Glenboig , COATBRIDGE , ML5 2RU , 01236 757699 
 North Lanarkshire , Our Lady & St Joseph's Primary School , 5 South Medrox Street , Glenboig , COATBRIDGE , ML5 2RU , 01236 757680 
 North Lanarkshire , Greengairs Primary School , Greengairs Road , Greengairs , AIRDRIE , ML6 7TE , 01236 632067 
 North Lanarkshire , Kirk O'Shotts Primary School , School Road , Salsburgh , SHOTTS , ML7 4NS , 01698 274910 
 North Lanarkshire , New Monkland Primary School , Raebog Road , Glenmavis , AIRDRIE , ML6 0NW , 01236 794883 
 North Lanarkshire , Glengowan Primary School , Drumfin Avenue , Caldercruix , AIRDRIE , ML6 7QP , 01236 757670 
 North Lanarkshire , Plains Primary School , 1 Annieshill View , Plains , AIRDRIE , ML6 7NY , 01236 757693 
 North Lanarkshire , St David's Primary School , 1 Annieshill View , Plains , AIRDRIE , ML6 7NY , 01236 757629 
 North Lanarkshire , St Mary's Primary School (Coatbridge) , Dundyvan Road , Whifflet , COATBRIDGE , ML5 4BA , 01236 794860 
 North Lanarkshire , Carnbroe Primary School , Kirkton Crescent , Carnbroe , COATBRIDGE , ML5 4SU , 01236 794894 
 North Lanarkshire , Calderbridge Primary School , Coltness Road , Coltness , WISHAW , ML2 7EY , 01698 274918 
 North Lanarkshire , Allanton Primary School , Dura Road , Allanton , SHOTTS , ML7 5AB , 01501 826703 
 North Lanarkshire , Lawmuir Primary School , Footfield Road , Orbiston , BELLSHILL , ML4 2BY , 01698 274930 
 North Lanarkshire , Noble Primary School , Shirrel Avenue , Bellshill , -   , ML4 1JR , 01698 274907 
 North Lanarkshire , Sacred Heart Primary School , Liberty Road , Orbiston , BELLSHILL , ML4 2EU , 01698 274903 
 North Lanarkshire , St Gerard's Primary School , Kelvin Road , Bellshill , -   , ML4 1LN , 01698 274916 
 North Lanarkshire , Cambusnethan Primary School , 53 Branchal Road , Cambusnethan , WISHAW , ML2 8PD , 01698 352548 
 North Lanarkshire , Our Lady & St Francis Primary School , Newarthill Road , Carfin , MOTHERWELL , ML1 5AL , 01698 274947 
 North Lanarkshire , Chapelhall Primary School , 1 Honeywell Crescent , Chapelhall , AIRDRIE , ML6 8XW , 01236 757654 
 North Lanarkshire , St Aloysius' Primary School , 1 Honeywell Crescent , Chapelhall , AIRDRIE , ML6 8XW , 01236 757711 
 North Lanarkshire , Cleland Primary School , 26 Main Street , Cleland , MOTHERWELL , ML1 5QN , 01698 274962 
 North Lanarkshire , St Mary's Primary School (Cleland) , Chapel Street , Cleland , MOTHERWELL , ML1 5QX , 01698 274955 
 North Lanarkshire , Holytown Primary School , Willow Grove , Holytown , MOTHERWELL , ML1 4SR , 01236 757633 
 North Lanarkshire , Mossend Primary School , Calder Road , Mossend , BELLSHILL , ML4 2RH , 01698 274905 
 North Lanarkshire , Holy Family Primary School , Hope Street , Mossend , BELLSHILL , ML4 1QA , 01698 274967 
 North Lanarkshire , Morningside Primary School , School Road , Morningside , WISHAW , ML2 9QW , 01698 274938 
 North Lanarkshire , Cathedral Primary School , 171 Milton Street , Motherwell , -   , ML1 1DH , 01698 274935 
 North Lanarkshire , Glencairn Primary School , Glencairn Street , Motherwell , -   , ML1 1TT , 01698 274982 
 North Lanarkshire , Knowetop Primary School , Knowetop Avenue , Motherwell , -   , ML1 2AG , 01698 274951 
 North Lanarkshire , Ladywell Primary School , 240 Ladywell Road , Motherwell , -   , ML1 3EU , 01698 352513 
 North Lanarkshire , Logans Primary School , Logans Road , Motherwell , -   , ML1 3PH , 01698 274972 
 North Lanarkshire , Muir Street Primary School , Parkneuk Street , Motherwell , -   , ML1 1BY , 01698 274980 
 North Lanarkshire , Muirhouse Primary School , 66 Barons Road , Motherwell , -   , ML1 2NB , 01698 274995 
 North Lanarkshire , St Bernadette's Primary , Vickers Street , Motherwell , -   , ML1 3RE , 01698 274993 
 North Lanarkshire , St Brendan's Primary School , 45 Barons Road , Motherwell , -   , ML1 2NB , 01698 274914 
 North Lanarkshire , Netherton Primary School , Netherton Road , Wishaw , -   , ML2 0DD , 01698 352520 
 North Lanarkshire , Newarthill Primary School , High Street , Newarthill , MOTHERWELL , ML1 5JU , 01698 274958 
 North Lanarkshire , St Teresa's Primary School , 85A Loanhead Road , Newarthill , MOTHERWELL , ML1 5AY , 01698 274912 
 North Lanarkshire , Keir Hardie Memorial Primary , Brannock Road , Newarthill , MOTHERWELL , ML1 5DU , 01698 274927 
 North Lanarkshire , Newmains Primary School , School Road , Newmains , WISHAW , ML2 9BE , 01698 274923 
 North Lanarkshire , St Brigid's Primary School , Newton Drive , Newmains , WISHAW , ML2 9DE , 01698 274974 
 North Lanarkshire , New Stevenston Primary School , 10 Coronation Road East , New Stevenston , MOTHERWELL , ML1 4HX , 01698 352530 
